,itemId,userId,user_cat,rating,timestamp,rating_group,item_cat,noise
9008893,1912,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
9024795,1917,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
9045347,1918,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
9068548,1923,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
9120131,1947,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
9152784,1954,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
9201205,1961,5155,Average,4,2/14/2005,Su,Strongly-preferred,0
9225191,1962,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
9245912,1967,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
9254698,1968,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
9275144,1969,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
9284222,1974,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
9296925,1982,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
9308925,1991,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
9313607,1994,5155,Average,4.5,2/10/2005,Su,Variably-preferred,0
9325369,1997,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
9340960,2000,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
9358432,2001,5155,Average,4,2/10/2005,Su,Averagely-preferred,0
9371340,2002,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
9380256,2003,5155,Average,4.5,2/11/2005,Su,Averagely-preferred,0
9391207,2004,5155,Average,4,2/10/2005,Su,Averagely-preferred,0
9396048,2005,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
9406480,2006,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
9429777,2011,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
9449260,2012,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
9478618,2017,5155,Average,3.5,2/17/2005,Au,Averagely-preferred,0
9518391,2023,5155,Average,3.5,2/11/2005,Au,Variably-preferred,0
9531294,2026,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
9534897,2028,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
9580063,2042,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
9584381,2046,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
9593348,2052,5155,Average,2.5,2/10/2005,Au,Averagely-preferred,0
9595649,2053,5155,Average,2,2/11/2005,Au,Averagely-preferred,0
9600672,2054,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
9617978,2058,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
9629468,2060,5155,Average,4,2/10/2005,Su,Averagely-preferred,0
9671663,2078,5155,Average,3.5,2/17/2005,Au,Strongly-preferred,0
9680545,2080,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
9690751,2081,5155,Average,3,2/28/2005,Au,Variably-preferred,0
9704683,2082,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
9709164,2083,5155,Average,3,2/17/2005,Au,Strongly-preferred,0
9712482,2084,5155,Average,4,2/11/2005,Su,Variably-preferred,0
9732167,2089,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
9740381,2093,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
9742527,2094,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
9773705,2105,5155,Average,4.5,2/11/2005,Su,Averagely-preferred,0
9785005,2107,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
9813190,2115,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
9855502,2124,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
9863643,2125,5155,Average,3,2/11/2005,Au,Strongly-preferred,0
9879836,2133,5155,Average,3.5,2/10/2005,Au,Averagely-preferred,0
9884520,2134,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
9974529,2161,5155,Average,3.5,2/11/2005,Au,Variably-preferred,0
9984343,2162,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
9990805,2167,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
10002313,2169,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
10007111,2174,5155,Average,4,2/10/2005,Su,Variably-preferred,0
10046371,2193,5155,Average,4.5,2/11/2005,Su,Variably-preferred,0
10070695,2195,5155,Average,5,2/11/2005,Su,Averagely-preferred,0
10097942,2236,5155,Average,3.5,2/10/2005,Au,Variably-preferred,0
10127911,2252,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
10129600,2253,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
10144104,2268,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
10163644,2273,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
10183792,2279,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
10210903,2291,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
10255269,2301,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
10259968,2302,5155,Average,4.5,2/10/2005,Su,Strongly-preferred,0
10303301,2321,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
10316459,2322,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
10319492,2324,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
10341843,2329,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
10374232,2335,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
10390356,2338,5155,Average,2,2/10/2005,Au,Averagely-preferred,0
10417579,2353,5155,Average,4,2/10/2005,Su,Variably-preferred,0
10487448,2371,5155,Average,4.5,2/11/2005,Su,Variably-preferred,0
10531229,2385,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
10532199,2386,5155,Average,3,2/11/2005,Au,Weakly-preferred,0
10535265,2389,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
10547092,2392,5155,Average,2.5,2/17/2005,Au,Averagely-preferred,0
10577646,2396,5155,Average,3,2/11/2005,Au,Strongly-preferred,0
10607565,2400,5155,Average,2,2/11/2005,Au,Averagely-preferred,0
10610731,2402,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
10615601,2403,5155,Average,4,2/10/2005,Su,Strongly-preferred,0
10630929,2406,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
10644390,2407,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
10654723,2408,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
10671983,2412,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
10687101,2420,5155,Average,4.5,2/11/2005,Su,Averagely-preferred,0
10695234,2421,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
10704919,2423,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
10710880,2424,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
10730902,2428,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
10738981,2431,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
10760137,2447,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
10774174,2455,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
10809149,2470,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
10834547,2478,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
10842453,2485,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
10860333,2496,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
10867112,2500,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
10868401,2501,5155,Average,3.5,2/10/2005,Au,Strongly-preferred,0
10876261,2502,5155,Average,5,2/10/2005,Su,Strongly-preferred,0
10904935,2513,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
10908202,2514,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
10925796,2528,5155,Average,4,4/14/2005,Su,Averagely-preferred,0
10931100,2529,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
10955037,2539,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
10965110,2541,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
10990049,2548,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
10999961,2558,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
11010229,2567,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
11018211,2571,5155,Average,4.5,2/10/2005,Su,Strongly-preferred,0
11068031,2572,5155,Average,3.5,2/11/2005,Au,Variably-preferred,0
11084378,2580,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
11092851,2581,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
11114506,2599,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
11150139,2616,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
11156557,2617,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
11181109,2628,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
11215671,2640,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
11230521,2641,5155,Average,3.5,2/10/2005,Au,Averagely-preferred,0
11238478,2642,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
11243246,2643,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
11249146,2648,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
11284759,2671,5155,Average,2.5,2/11/2005,Au,Variably-preferred,0
11308250,2683,5155,Average,3.5,2/10/2005,Au,Averagely-preferred,0
11353112,2692,5155,Average,4,2/10/2005,Su,Strongly-preferred,0
11371730,2694,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
11382524,2699,5155,Average,3,2/10/2005,Au,Averagely-preferred,0
11396512,2700,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
11413687,2701,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
11428962,2706,5155,Average,4,2/11/2005,Su,Variably-preferred,0
11461295,2710,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
11480493,2712,5155,Average,3,2/11/2005,Au,Variably-preferred,0
11494682,2713,5155,Average,2,2/11/2005,Au,Averagely-preferred,0
11500130,2716,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
11528684,2717,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
11536579,2718,5155,Average,3,2/17/2005,Au,Averagely-preferred,0
11544324,2720,5155,Average,2,2/11/2005,Au,Averagely-preferred,0
11548930,2722,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
11564469,2724,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
11608561,2746,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
11616682,2747,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
11639071,2762,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
11677094,2763,5155,Average,3,2/11/2005,Au,Variably-preferred,0
11702498,2771,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
11721558,2791,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
11739886,2792,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
11749588,2795,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
11757381,2797,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
11776179,2798,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
11777865,2799,5155,Average,3,2/11/2005,Au,Weakly-preferred,0
11787337,2804,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
11807465,2808,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
11837262,2836,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
11843914,2841,5155,Average,4,2/11/2005,Su,Variably-preferred,0
11861570,2858,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
11907134,2860,5155,Average,3.5,2/10/2005,Au,Averagely-preferred,0
11958168,2890,5155,Average,4,2/10/2005,Su,Strongly-preferred,0
12003385,2916,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
12028118,2918,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
12091691,2947,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
12129194,2953,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
12138316,2959,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
12209981,2985,5155,Average,5,2/11/2005,Su,Averagely-preferred,0
12223804,2986,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
12229428,2987,5155,Average,4,2/11/2005,Su,Variably-preferred,0
12251206,2989,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
12264388,2993,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
12341984,3020,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
12359401,3033,5155,Average,4.5,2/11/2005,Su,Variably-preferred,0
12370665,3034,5155,Average,3.5,2/17/2005,Au,Strongly-preferred,0
12403474,3052,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
12463203,3081,5155,Average,3.5,2/11/2005,Au,Variably-preferred,0
12476192,3082,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
12511933,3098,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
12518290,3100,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
12540857,3105,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
12547689,3107,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
12571076,3114,5155,Average,3.5,2/10/2005,Au,Strongly-preferred,0
12608714,3146,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
12612792,3147,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
12709617,3176,5155,Average,3,2/11/2005,Au,Variably-preferred,0
12734996,3186,5155,Average,4,2/11/2005,Su,Variably-preferred,0
12761923,3208,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
12764008,3210,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
12778907,3225,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
12787324,3246,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
12791913,3247,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
12798852,3248,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
12803975,3250,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
12815907,3253,5155,Average,4.5,2/11/2005,Su,Variably-preferred,0
12828714,3254,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
12834030,3255,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
12843995,3256,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
12852872,3257,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
12858910,3258,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
12862312,3259,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
12873300,3263,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
12912385,3275,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
12936243,3300,5155,Average,4,2/10/2005,Su,Averagely-preferred,0
13005165,3361,5155,Average,4,2/10/2005,Su,Strongly-preferred,0
13034770,3386,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
13043130,3388,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
13065653,3408,5155,Average,2.5,2/11/2005,Au,Strongly-preferred,0
13081164,3409,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
13088711,3418,5155,Average,3,2/11/2005,Au,Strongly-preferred,0
13102130,3421,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
13133679,3438,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
13138512,3439,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
13141103,3440,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
13149438,3448,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
13160902,3450,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
13191964,3471,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
13211730,3477,5155,Average,4.5,2/11/2005,Su,Averagely-preferred,0
13221681,3481,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
13242095,3489,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
13256373,3499,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
13295951,3513,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
13308656,3526,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
13313939,3527,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
13335833,3535,5155,Average,3.5,2/11/2005,Au,Variably-preferred,0
13367236,3552,5155,Average,5,2/11/2005,Su,Strongly-preferred,0
13376370,3554,5155,Average,3,2/11/2005,Au,Variably-preferred,0
13384386,3556,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
13402016,3578,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
13443430,3594,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
13449705,3608,5155,Average,3.5,2/11/2005,Au,Variably-preferred,0
13460360,3616,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
13461971,3617,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
13472618,3623,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
13503265,3635,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
13512335,3639,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
13531858,3671,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
13569432,3688,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
13576293,3697,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
13581718,3698,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
13588242,3699,5155,Average,3,2/28/2005,Au,Averagely-preferred,0
13630897,3717,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
13670484,3744,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
13697948,3752,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
13706239,3753,5155,Average,4,2/11/2005,Su,Variably-preferred,0
13720664,3755,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
13747352,3785,5155,Average,3.5,2/10/2005,Au,Averagely-preferred,0
13765395,3793,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
13792939,3798,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
13804473,3809,5155,Average,5,2/11/2005,Su,Averagely-preferred,0
13818856,3821,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
13824100,3825,5155,Average,3,2/10/2005,Au,Averagely-preferred,0
13828286,3826,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
13858894,3861,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
13862053,3863,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
13871146,3865,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
13872472,3868,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
13879716,3869,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
13891271,3882,5155,Average,3,2/10/2005,Au,Averagely-preferred,0
13905810,3897,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
13931827,3911,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
13965789,3943,5155,Average,3,2/11/2005,Au,Variably-preferred,0
13969423,3948,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
14004519,3955,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
14020065,3968,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
14023968,3969,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
14029403,3972,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
14035077,3977,5155,Average,2,2/11/2005,Au,Averagely-preferred,0
14053436,3979,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
14059711,3981,5155,Average,2.5,2/17/2005,Au,Averagely-preferred,0
14066299,3984,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
14071383,3986,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
14077938,3988,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
14090137,3994,5155,Average,3,2/10/2005,Au,Variably-preferred,0
14130419,3998,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
14132768,3999,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
14146495,4006,5155,Average,4,2/11/2005,Su,Variably-preferred,0
14154023,4008,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
14160964,4011,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
14178908,4014,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
14188923,4015,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
14201593,4018,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
14210029,4019,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
14215800,4020,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
14219943,4022,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
14243692,4025,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
14253218,4027,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
14277642,4033,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
14281499,4034,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
14311305,4047,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
14313215,4052,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
14315491,4054,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
14326988,4068,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
14327856,4069,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
14335660,4084,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
14340110,4085,5155,Average,4.5,2/11/2005,Su,Variably-preferred,0
14390058,4143,5155,Average,3.5,2/14/2005,Au,Averagely-preferred,0
14393733,4148,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
14400537,4149,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
14408680,4161,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
14441829,4223,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
14452457,4226,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
14481952,4228,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
14499754,4239,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
14508711,4246,5155,Average,3,2/11/2005,Au,Variably-preferred,0
14522296,4248,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
14539692,4265,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
14541162,4267,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
14542657,4270,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
14565808,4299,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
14574794,4306,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
14617495,4310,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
14628556,4321,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
14652969,4340,5155,Average,2.5,2/10/2005,Au,Averagely-preferred,0
14659884,4344,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
14688708,4367,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
14695641,4368,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
14697548,4369,5155,Average,3,2/10/2005,Au,Averagely-preferred,0
14704536,4370,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
14715656,4372,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
14726757,4388,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
14759353,4447,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
14768020,4448,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
14774365,4458,5155,Average,4,2/21/2005,Su,Strongly-preferred,0
14793760,4489,5155,Average,4.5,2/11/2005,Su,Averagely-preferred,0
14813222,4519,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
14842166,4571,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
14864213,4616,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
14867378,4621,5155,Average,3.5,2/17/2005,Au,Averagely-preferred,0
14871187,4623,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
14879599,4638,5155,Average,4.5,2/11/2005,Su,Averagely-preferred,0
14886176,4639,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
14890690,4641,5155,Average,4,2/28/2005,Su,Strongly-preferred,0
14899307,4643,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
14916056,4673,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
14919350,4677,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
14923694,4679,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
14934574,4700,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
14937483,4701,5155,Average,3,2/10/2005,Au,Averagely-preferred,0
14950553,4718,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
14959965,4720,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
14972088,4727,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
14978940,4734,5155,Average,5,2/11/2005,Su,Averagely-preferred,0
14986191,4736,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
14990840,4745,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
14995886,4756,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
14999930,4770,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
15002217,4775,5155,Average,1,2/11/2005,Wu,Weakly-preferred,0
15003191,4776,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
15013757,4787,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
15025592,4814,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
15028625,4816,5155,Average,4.5,2/11/2005,Su,Averagely-preferred,0
15037561,4823,5155,Average,3,2/10/2005,Au,Averagely-preferred,0
15050747,4848,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
15069651,4862,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
15070670,4865,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
15074951,4866,5155,Average,4.5,2/11/2005,Su,Averagely-preferred,0
15076434,4867,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
15081914,4874,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
15088115,4876,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
15090687,4878,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
15116915,4886,5155,Average,3.5,2/28/2005,Au,Strongly-preferred,0
15139745,4887,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
15144626,4890,5155,Average,2.5,2/11/2005,Au,Averagely-preferred,0
15149549,4895,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
15150303,4896,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
15168997,4901,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
15194748,4954,5155,Average,3.5,2/17/2005,Au,Variably-preferred,0
15198093,4958,5155,Average,3.5,2/17/2005,Au,Averagely-preferred,0
15202376,4963,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
15255357,4974,5155,Average,4,2/11/2005,Su,Averagely-preferred,0
15258014,4975,5155,Average,2.5,2/10/2005,Au,Variably-preferred,0
15268966,4979,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
15281107,4980,5155,Average,3.5,2/11/2005,Au,Averagely-preferred,0
15285668,4989,5155,Average,3,2/11/2005,Au,Averagely-preferred,0
15287738,4992,5155,Average,2,2/11/2005,Au,Averagely-preferred,0
15291937,4993,5155,Average,4.5,2/11/2005,Su,Strongly-preferred,0
15330819,4995,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
15358722,5010,5155,Average,4,2/11/2005,Su,Strongly-preferred,0
15375684,5014,5155,Average,3.5,2/11/2005,Au,Strongly-preferred,0
